FFMC,BUI,WSV,WindDir,FWIBin,Season,Ecoregion
96.15971236,115.0999662,16.20420228,99,4,Summer,fire1
96.21110347,119.8788536,12.44311092,113,2,Summer,fire1
96.26251155,124.9105576,11.32385976,111,2,Summer,fire1
96.31393659,130.2334547,10.72710828,119,2,Summer,fire1
96.36537862,135.4403775,10.2651624,117,2,Summer,fire1
96.41683763,140.5624936,10.03662288,122,2,Summer,fire1
96.90608224,145.9358824,9.78631812,307,2,Summer,fire1
96.0762972,150.2410159,15.11454384,90,4,Summer,fire1
96.12766077,155.0360603,8.75653776,102,2,Summer,fire1
96.1790413,159.7518783,8.68353372,87,2,Summer,fire1
96.15140661,164.4363925,11.88414288,113,4,Summer,fire1
96.20279498,169.8889346,9.4172112,103,2,Summer,fire1
96.76283422,176.8506211,8.25134256,111,2,Summer,fire1
97.61027377,184.6116828,9.12916224,274,4,Summer,fire1
98.16966,193.2643057,9.81206136,357,5,Summer,fire1
98.24703311,202.0014699,9.61975512,80,5,Summer,fire1
98.29911334,210.1133017,8.9640918,86,5,Summer,fire1
97.76199663,217.6346008,10.4893884,120,5,Summer,fire1
97.55432312,225.1335613,11.1596472,65,5,Summer,fire1
97.60617466,232.1343002,8.7466194,114,4,Summer,fire1
97.65804332,239.473283,8.8604784,350,4,Summer,fire1
97.7099291,246.6017302,10.74175632,238,5,Summer,fire1
97.64211123,253.2190002,11.79206892,270,5,Summer,fire1
96.027183,258.5400498,13.2836904,114,5,Summer,fire1
95.75917913,264.0556045,8.99980704,152,2,Summer,fire1
95.810438,269.9964218,8.68002336,134,2,Summer,fire1
95.39685079,275.0361378,8.2937916,156,2,Summer,fire1
94.57715391,164.1790661,11.36125368,219,2,Summer,fire1
94.10605188,111.1684335,7.03920816,220,1,Summer,fire1
93.04552297,74.84716521,14.1397578,112,1,Summer,fire1
93.09588593,80.88499567,13.13520408,86,1,Summer,fire1
95.21473131,88.36234369,11.734497,88,1,Summer,fire1
96.4692781,96.74397731,6.97276332,43,1,Summer,fire1
96.52077141,104.4940433,11.5226928,67,2,Summer,fire1
96.57228172,111.9144368,10.63035216,70,2,Summer,fire1
94.67763914,117.4160908,11.41759548,134,1,Summer,fire1
94.72854094,123.4620812,9.3729042,152,1,Summer,fire1
94.77945955,129.8446871,11.32462548,326,1,Summer,fire1
94.83039496,135.7115501,11.55956112,306,1,Summer,fire1
92.8181155,139.9505768,13.38983028,121,1,Summer,fire1
92.36709843,143.8914095,19.52718012,119,2,Summer,fire1
94.31955368,149.5106624,8.27549208,137,1,Summer,fire1
96.58671996,156.4132931,6.903774,152,2,Summer,fire1
98.30558433,164.383835,7.6000212,107,4,Summer,fire1
98.90626541,172.641742,9.54726084,222,5,Summer,fire1
98.9585633,179.8379703,4.0820886,249,4,Summer,fire1
99.01087844,186.6712574,8.86537728,115,5,Summer,fire1
97.59068464,146.9874652,9.6926292,135,4,Summer,fire1
96.76526152,152.8091147,8.40122352,117,2,Summer,fire1
95.74437826,157.8647064,14.1587532,117,4,Summer,fire1
95.79563224,163.1470824,10.84336668,120,2,Summer,fire1
96.2569963,168.8526411,8.672724,99,2,Summer,fire1
96.30841952,174.4216035,12.01364496,113,4,Summer,fire1
96.35985972,180.1313918,10.09465812,117,3,Summer,fire1
96.41131691,185.4964553,10.94649588,288,4,Summer,fire1
97.07044736,191.7753041,12.81420252,72,5,Summer,fire1
97.67290716,198.1891081,11.54088108,89,5,Summer,fire1
98.37410893,204.8770057,11.1382812,13,5,Summer,fire1
97.87422513,210.1388442,13.27810896,288,5,Summer,fire1
95.96208253,214.6428862,12.97351044,85,4,Summer,fire1
96.01340839,219.6541966,7.72649244,123,2,Summer,fire1
96.54468881,224.9257993,9.98669232,105,4,Summer,fire1
97.20005849,230.4831511,8.25517836,54,4,Summer,fire1
97.25179307,236.113463,8.76030768,82,4,Summer,fire1
97.26847054,241.3911295,14.32037988,115,5,Summer,fire1
96.92242254,246.0993107,16.81087932,38,5,Summer,fire1
96.94417854,250.7401331,13.36084704,200,5,Summer,fire1
98.51441908,256.6478721,12.81256812,267,5,Summer,fire1
98.35445849,262.1110612,10.1229516,97,5,Summer,fire1
98.11645711,267.4230233,11.33884332,115,5,Summer,fire1
98.16849424,273.0012558,9.2979828,136,5,Summer,fire1
98.15617658,278.1888886,12.56298912,15,5,Summer,fire1
97.08987954,282.7744603,10.6484328,290,5,Summer,fire1
95.09091309,286.6623533,24.795738,358,5,Summer,fire1
92.6623639,289.5074047,19.41520896,12,3,Summer,fire1
93.14653476,293.2798185,10.05150672,64,1,Summer,fire1
95.18192867,297.0932228,11.14406784,65,2,Summer,fire1
92.90663628,299.4265333,15.92025732,75,2,Summer,fire1
91.07287947,301.339638,15.524622,121,1,Summer,fire1
90.11367924,167.4876511,9.7924536,132,1,Summer,fire1
90.16307425,169.7261602,19.84623696,127,1,Summer,fire1
92.64348478,173.3019971,7.0210494,131,1,Summer,fire1
93.58217064,177.2952326,8.72195652,216,1,Summer,fire1
95.53086731,182.3004464,7.73032968,211,1,Summer,fire1
97.51599674,188.2309517,6.30710064,274,2,Summer,fire1
97.89636247,194.4019812,6.06202596,313,3,Summer,fire1
98.09053996,200.7069306,7.34689224,96,4,Summer,fire1
98.50611369,207.1265639,10.15721388,231,5,Summer,fire1
97.73612365,212.2316493,14.9111604,3,5,Summer,fire1
93.53853883,134.4553224,10.50133068,121,1,Summer,fire1
93.51294646,127.1190264,5.60065104,121,1,Summer,fire1
95.38638675,133.0292119,7.0917624,144,1,Summer,fire1
94.78032755,137.8901088,9.44379972,15,1,Summer,fire1
94.83126325,143.042718,6.69142188,137,1,Summer,fire1
96.54738639,148.5444721,10.0957572,132,2,Summer,fire1
96.59890549,154.1459107,9.37547064,14,2,Summer,fire1
97.95107112,160.3928183,10.36050408,104,5,Summer,fire1
95.44493163,164.5498929,11.6075592,353,2,Summer,fire1
94.43009356,168.4751734,9.34530372,80,1,Summer,fire1
94.77982411,173.3673589,11.04766776,108,2,Summer,fire1
95.29483248,178.5769412,10.1094732,348,2,Summer,fire1
95.25599152,182.7592203,7.7123556,78,1,Summer,fire1
94.78111248,185.8656634,7.82383464,67,1,Fall,fire1
94.52530821,189.1030371,15.10729452,83,3,Fall,fire1
92.64319669,191.3127086,16.703352,80,2,Fall,fire1
92.69342682,194.1704798,12.5279784,147,1,Fall,fire1
93.64711724,197.6981579,6.8150286,122,1,Fall,fire1
94.53997123,201.5661174,7.6625496,71,1,Fall,fire1
94.04144224,204.6238982,9.494685,26,1,Fall,fire1
94.092134,208.0197183,10.93466304,330,1,Fall,fire1
96.95733231,212.7830988,12.913074,46,5,Fall,fire1
96.82073912,216.8401453,14.8072608,331,5,Fall,fire1
93.940165,219.4105149,18.34425504,305,4,Fall,fire1
97.07571194,223.6129198,9.66254184,147,4,Fall,fire1
97.34380239,227.8465863,7.95358152,328,4,Fall,fire1
97.08333421,231.9446032,5.59404468,350,2,Fall,fire1
97.13503025,236.1930371,11.14638948,64,5,Fall,fire1
97.18674336,240.4942737,15.14675772,79,5,Fall,fire1
94.09153593,139.4660226,14.595318,26,2,Fall,fire1
91.97659283,140.0774131,8.683902,318,1,Fall,fire1
92.90194037,143.1272567,7.60413816,318,1,Fall,fire1
92.95225592,145.8383383,12.89817,147,1,Fall,fire1
93.47253028,140.494691,15.20438292,204,1,Fall,fire1
90.53342887,142.1576444,17.5300236,274,1,Fall,fire1
91.34407209,144.6025277,10.44970704,311,1,Fall,fire1
88.26616186,90.13472777,23.35420944,92,1,Fall,fire1
87.54254363,91.46786046,29.4028668,100,1,Fall,fire1
87.18453753,103.148501,24.1795584,44,1,Fall,fire1
93.30577201,83.48725386,12.04521372,124,1,Summer,fire2
92.49670232,66.58823419,16.17088788,23,1,Summer,fire2
92.2966032,82.70172069,13.37105412,139,1,Summer,fire2
93.40272674,88.18986443,12.67204896,156,1,Summer,fire2
94.01342885,99.08541525,7.18600032,133,1,Summer,fire2
95.28267059,105.3801437,8.9337564,272,1,Summer,fire2
95.6868602,111.4574806,5.23449108,281,1,Summer,fire2
95.73809519,117.2987077,5.65014852,296,1,Summer,fire2
95.7893471,123.0438014,1.85616864,279,1,Summer,fire2
95.84061593,128.7127656,9.16051032,285,2,Summer,fire2
95.89190169,133.852279,9.0993672,288,2,Summer,fire2
95.51929126,138.6798966,8.88317424,263,1,Summer,fire2
95.57047093,144.138045,2.224872216,256,1,Summer,fire2
96.21782173,149.8902456,9.41511492,251,2,Summer,fire2
96.26923202,154.9988314,8.43576948,269,2,Summer,fire2
96.32065928,159.8590183,12.4628598,115,4,Summer,fire2
94.30098422,163.077577,8.8179822,121,1,Summer,fire2
94.65440874,167.4218462,3.539028024,249,1,Summer,fire2
95.16192414,171.9162801,9.99569016,280,2,Summer,fire2
94.33135693,175.7203715,10.49384448,344,1,Summer,fire2
93.7138978,179.4013174,11.67208632,55,1,Summer,fire2
94.36778838,183.9405705,3.7339776,85,1,Summer,fire2
94.83476381,188.7760865,0.752221872,40,1,Summer,fire2
95.41702829,193.9091165,5.91877008,83,1,Summer,fire2
95.9793301,199.2082789,5.20632,95,1,Summer,fire2
96.064843,126.984363,4.45092948,317,1,Summer,fire2
96.11620278,133.5990473,7.00927164,200,1,Summer,fire2
96.16757953,140.0818817,5.08067136,12,1,Summer,fire2
96.21897323,146.4704998,7.75929852,311,2,Summer,fire2
96.2703839,152.854617,7.23467808,299,2,Summer,fire2
96.76615799,159.1349075,7.19613432,304,2,Summer,fire2
96.81774932,165.1480698,5.6561814,226,2,Summer,fire2
96.48065709,170.5341708,5.84326224,27,2,Summer,fire2
95.78363773,175.721262,8.90242776,68,2,Summer,fire2
95.82988344,181.1337163,5.86207692,74,1,Summer,fire2
95.88116565,186.8707523,1.87884558,303,1,Summer,fire2
95.9324648,192.4013076,8.5122054,310,2,Summer,fire2
95.98378088,196.9658551,13.98032748,305,5,Summer,fire2
93.46984139,200.1334651,11.07083376,300,1,Summer,fire2
92.52908648,203.7956756,8.00484732,319,1,Summer,fire2
93.32004384,208.4279906,5.79408444,311,1,Summer,fire2
94.96638165,213.6320495,4.79755872,45,1,Summer,fire2
95.78754494,219.2138889,1.97067096,202,1,Summer,fire2
96.20646015,225.0167019,2.3804028,305,1,Summer,fire2
96.25786669,230.4993431,9.665406,317,4,Summer,fire2
96.096888,234.8239846,13.14493812,308,5,Summer,fire2
96.14531133,239.0902843,9.49804632,333,3,Summer,fire2
96.06288665,243.4102136,7.191909,69,2,Summer,fire2
96.3658539,248.2982562,5.49728964,113,2,Summer,fire2
97.19158321,253.6982511,6.00334668,292,3,Summer,fire2
97.75345717,259.3266483,5.83517304,301,4,Summer,fire2
97.80537445,264.7958796,5.42578608,249,4,Summer,fire2
97.85730887,270.1540171,3.3529374,297,2,Summer,fire2
97.90926044,275.2570754,1.524824028,243,2,Summer,fire2
97.46262285,279.9898301,4.13611164,219,2,Summer,fire2
96.95063495,284.4996673,3.9622266,68,2,Summer,fire2
96.91349597,289.2114538,3.30774372,211,2,Summer,fire2
96.96513594,293.9829745,3.87720936,286,2,Summer,fire2
97.01679296,298.8561447,6.51947724,291,3,Summer,fire2
97.06846703,303.6514876,5.54274324,294,2,Summer,fire2
95.58287606,307.551744,9.50834088,269,2,Summer,fire2
93.56966168,175.2447593,8.9929116,251,1,Summer,fire2
93.91796372,108.9465546,7.57517436,269,1,Summer,fire2
93.45049882,113.8776317,12.0333996,285,1,Summer,fire2
93.50099548,118.7180485,7.91238888,271,1,Summer,fire2
94.35919566,123.986836,3.7180116,299,1,Summer,fire2
95.09642377,129.6228509,3.2671908,205,1,Summer,fire2
95.14746383,134.8831444,6.03756396,64,1,Summer,fire2
95.19995483,140.4910795,7.52327352,212,1,Summer,fire2
96.81922011,146.6716673,5.2710228,190,2,Summer,fire2
96.93191894,152.7283302,3.79514088,103,1,Summer,fire2
96.3387429,157.99718,5.08080096,295,1,Summer,fire2
96.39019312,163.4120079,1.8471204,321,1,Summer,fire2
96.44166032,168.8822827,4.4005644,88,1,Summer,fire2
96.86406981,174.8850668,6.37255872,252,2,Summer,fire2
97.17275158,180.8587328,4.75127244,289,2,Summer,fire2
96.86275027,185.984332,5.78699568,30,2,Summer,fire2
96.68287618,190.7931368,6.2612712,111,2,Summer,fire2
96.73444001,195.9349061,8.313894,254,3,Summer,fire2
96.78602086,200.4555823,8.92615392,283,4,Summer,fire2
94.10643726,203.3897039,8.78055228,333,1,Summer,fire2
91.87487508,206.0803788,12.02287608,48,1,Summer,fire2
92.33794744,209.5019435,7.74255312,344,1,Summer,fire2
92.76669348,213.1041442,10.1732472,62,1,Summer,fire2
93.43827861,216.8429351,10.34271972,47,1,Summer,fire2
94.1319496,220.7922884,8.13219768,96,1,Summer,fire2
95.28936705,225.2871156,9.48570912,102,2,Summer,fire2
95.42207377,229.7651669,9.23854248,126,2,Summer,fire2
95.47322134,234.1396428,7.62627564,268,2,Summer,fire2
94.83415914,237.8629558,6.09480576,303,1,Summer,fire2
94.5436926,241.4688446,3.4471368,194,1,Summer,fire2
93.30593433,244.6578306,12.1165776,83,1,Summer,fire2
93.35638326,248.3609034,11.9809836,330,1,Summer,fire2
94.42914397,252.3502056,8.74647,268,1,Summer,fire2
94.90598066,256.4143266,2.809969056,267,1,Summer,fire2
95.5675687,259.9943891,8.5000122,306,2,Fall,fire2
93.84013396,262.4047902,15.4075896,280,3,Fall,fire2
91.91492031,266.570279,13.10995368,280,1,Fall,fire2
92.40041507,269.0715769,11.32339032,325,1,Fall,fire2
90.89678643,270.1241015,15.5535624,338,1,Fall,fire2
90.74723616,271.3229838,12.10104036,240,1,Fall,fire2
93.73315726,275.3660223,8.255664,291,1,Fall,fire2
95.23784993,278.0700824,5.58181188,293,1,Fall,fire2
94.42547959,279.8015022,3.97490796,241,1,Fall,fire2
94.23208746,281.7697591,7.8112908,282,1,Fall,fire2
90.35105865,283.0865158,10.7050446,268,1,Fall,fire2
89.40060249,188.7506671,11.74000392,138,1,Fall,fire2
90.60862656,141.7928669,12.4319916,200,1,Fall,fire2
92.87450336,63.12611169,19.7318052,45,1,Summer,fire2
94.02793347,70.84191067,9.25510068,273,1,Summer,fire2
94.13855997,87.20954519,11.99226132,288,1,Summer,fire2
92.73235505,86.79259669,11.16359064,280,1,Summer,fire2
89.79911988,88.64435681,18.86402664,314,1,Summer,fire2
92.34239268,106.4101988,8.5679604,303,1,Summer,fire2
92.3925235,109.4825268,17.9776764,94,1,Summer,fire2
93.87781448,116.8989042,3.76478388,317,1,Summer,fire2
94.87421486,122.5411334,8.70180804,59,1,Summer,fire2
95.24701324,128.9560348,6.02673444,81,1,Summer,fire2
95.56356243,135.4625329,4.77063,246,1,Summer,fire2
95.61475672,142.0920291,3.260939616,266,1,Summer,fire2
95.66596791,119.1116194,7.79565312,277,1,Summer,fire2
94.79202123,88.8930401,15.0394284,304,1,Summer,fire2
91.66849052,91.32599923,28.24369704,301,2,Summer,fire2
93.43400267,84.10389653,8.93600208,300,1,Summer,fire2
93.39050412,88.66983789,16.42128012,311,1,Summer,fire2
95.65249111,106.2453901,10.41965424,287,1,Summer,fire2
95.70371475,112.4861165,5.41762164,273,1,Summer,fire2
95.75495531,118.2703166,3.9064716,296,1,Summer,fire2
95.80621279,123.7991987,9.19448892,285,1,Summer,fire2
95.33541638,128.3025209,10.6138746,294,2,Summer,fire2
94.90240685,132.5736684,12.06825912,93,2,Summer,fire2
95.25982589,137.4513274,9.41983056,273,1,Summer,fire2
96.36388355,143.444449,3.83040252,260,1,Summer,fire2
96.41534206,149.3423392,9.22399488,270,2,Summer,fire2
95.92887444,154.3407787,12.11314428,306,3,Summer,fire2
95.08032512,158.7919971,9.19630944,262,1,Summer,fire2
95.13135987,163.3582817,4.0682736,296,1,Summer,fire2
95.18241147,168.202541,8.574957,233,1,Summer,fire2
95.23347992,173.2397777,7.87362336,56,1,Summer,fire2
96.57451621,179.0746229,10.82646072,91,4,Summer,fire2
97.47823803,185.4314042,8.61910308,315,4,Summer,fire2
97.9495905,191.6678262,3.9043926,337,2,Summer,fire2
97.31575618,196.9587021,6.6257532,318,3,Summer,fire2
96.64924386,201.9191846,12.09984912,340,5,Summer,fire2
96.70079659,207.1391538,10.4775012,38,4,Summer,fire2
96.75236633,212.6105383,9.10765584,38,4,Summer,fire2
96.80395311,218.1206379,10.9474848,165,5,Summer,fire2
96.85555691,223.6360287,2.13340068,207,1,Summer,fire2
96.90717775,229.1590457,1.37839302,315,1,Summer,fire2
96.95881563,234.2720542,4.69181772,298,2,Summer,fire2
97.01047057,239.4654433,6.60336588,269,3,Summer,fire2
97.06214255,244.6002642,3.355807176,297,2,Summer,fire2
97.06805698,249.5934162,5.63148504,263,2,Summer,fire2
95.99920358,253.7650835,7.8533064,268,2,Summer,fire2
94.87485633,257.8093009,6.96387024,230,1,Summer,fire2
94.92582324,261.8717096,5.75723124,243,1,Summer,fire2
94.97680698,266.5940868,7.0218072,249,1,Summer,fire2
95.02780755,272.2900597,3.81002544,325,1,Summer,fire2
95.29203293,278.5044536,5.35581,335,1,Summer,fire2
95.2878779,283.8492729,9.38311488,203,2,Summer,fire2
95.33898117,289.5040665,3.206799972,173,1,Summer,fire2
95.39010131,295.6353797,1.86635934,305,1,Summer,fire2
96.061381,302.2630378,1.174735224,302,1,Summer,fire2
96.4561551,308.9574696,1.357743852,319,1,Summer,fire2
96.50764408,315.3573097,3.26894724,335,1,Summer,fire2
96.49414377,321.1714861,7.84104264,306,3,Summer,fire2
96.54564529,327.5147081,8.75832912,39,4,Summer,fire2
97.34521792,333.7041188,6.83334468,54,4,Summer,fire2
97.39700042,339.7434967,2.84406624,301,2,Summer,fire2
97.44880002,345.5217939,2.76041538,321,2,Summer,fire2
97.50061672,350.9988455,6.17748264,308,4,Summer,fire2
97.42151356,356.2108093,5.9017752,300,3,Summer,fire2
97.3314872,361.0144054,6.8646798,304,4,Summer,fire2
96.68473306,365.6220007,10.92030372,284,5,Summer,fire2
96.20523279,370.17092,5.43876408,298,2,Summer,fire2
96.08595926,374.9376293,3.91732668,300,1,Summer,fire2
95.85621262,379.3092675,9.0693666,100,2,Summer,fire2
95.90750353,384.056542,2.850513336,256,1,Summer,fire2
96.39750638,389.244585,7.09700544,278,2,Summer,fire2
96.87976255,394.7002513,2.68143336,220,2,Summer,fire2
97.87673764,400.7793859,2.06480196,102,2,Summer,fire2
98.19641967,407.0145998,2.628448308,274,2,Summer,fire2
98.2484832,413.1412328,6.2075934,309,4,Summer,fire2
97.72150862,255.7035481,3.140627292,290,2,Summer,fire2
97.63238653,260.5415714,6.38019792,229,4,Summer,fire2
97.27654443,147.0001595,11.24267688,267,4,Summer,fire2
93.02365475,150.6121242,5.99844132,302,1,Summer,fire2
92.33092843,154.5275183,6.54741864,285,1,Summer,fire2
92.56545393,159.410025,10.9202184,21,1,Summer,fire2
94.21200811,164.7796553,9.93531852,85,1,Summer,fire2
95.18020934,170.9028733,5.36178168,297,1,Summer,fire2
96.05757906,177.3999595,3.70651572,300,1,Summer,fire2
96.10893645,182.9049764,9.1052352,322,2,Summer,fire2
95.45185384,187.9529619,4.6180584,138,1,Summer,fire2
95.50301124,193.506875,4.14404028,107,1,Summer,fire2
96.24418491,199.7258292,6.67542456,198,2,Summer,fire2
97.0861654,206.6614121,6.45323688,201,2,Summer,fire2
96.95051799,212.4861823,9.31322628,254,4,Summer,fire2
96.30627997,217.2245483,6.83776728,252,2,Summer,fire2
96.35771947,222.4244542,4.90551264,268,2,Summer,fire2
96.40917595,142.3188103,6.33332412,302,1,Summer,fire2
96.46064941,141.7295586,9.8078958,313,2,Summer,fire2
92.93550268,145.2570569,16.577028,311,2,Summer,fire2
92.98582932,149.2832052,5.05410372,323,1,Summer,fire2
93.35448875,153.7820014,1.762712892,15,1,Summer,fire2
94.66252695,158.3718144,9.7950708,33,1,Summer,fire2
94.74840908,162.7297156,11.74978188,96,2,Summer,fire2
94.88787273,167.2093347,11.04236352,134,2,Summer,fire2
96.22192212,172.5095973,2.7850968,282,1,Summer,fire2
96.94644584,178.2836896,1.98673128,42,1,Summer,fire2
96.99809669,183.9532766,1.6405884,192,1,Summer,fire2
97.04976459,189.1139548,5.0981184,303,2,Summer,fire2
96.54328738,193.7658163,7.15376808,298,2,Summer,fire2
95.73563436,197.9107471,8.82679212,308,2,Summer,fire2
94.50222211,201.2175684,12.53767752,311,2,Summer,fire2
93.69249395,204.1590573,1.050708384,109,1,Summer,fire2
92.89932941,191.7584607,7.25245812,348,1,Summer,fire2
92.9496441,194.4958403,12.21390108,324,1,Summer,fire2
93.26618217,198.1800337,4.58554932,205,1,Summer,fire2
93.50553258,201.9378049,7.4991258,319,1,Summer,fire2
93.03891072,204.7319191,13.7175984,313,2,Summer,fire2
92.69475749,207.1678896,5.42427156,186,1,Summer,fire2
92.78314204,210.2627049,4.85931096,293,1,Summer,fire2
93.45515918,213.9515204,3.45644964,172,1,Summer,fire2
94.79481032,218.2707518,10.43336664,262,2,Summer,fire2
94.91450071,222.324832,11.490435,287,2,Summer,fire2
92.52220327,202.6805726,15.54572988,172,2,Summer,fire2
92.41448919,153.8065186,15.5117664,255,1,Summer,fire2
91.86321026,131.5005155,8.29355508,246,1,Fall,fire2
90.67108493,135.8409119,16.9141428,262,1,Fall,fire2
89.80146987,138.8873164,19.04731452,302,1,Fall,fire2
88.86420405,140.3297211,19.409328,245,1,Fall,fire2
90.10765514,145.0229986,12.84233868,155,1,Fall,fire2
93.40749797,148.8811163,15.96194532,224,2,Fall,fire2
94.30559059,132.8691927,11.709324,151,1,Fall,fire2
90.62464368,138.9844264,9.9344844,148,1,Fall,fire2
90.63665479,143.7458613,10.3643712,240,1,Fall,fire2
94.55244151,43.90170846,15.4397232,302,1,Spring,fire2
95.2774581,71.19076704,11.1822912,243,1,Summer,fire2
94.77985453,74.48994411,9.88544844,275,1,Summer,fire2
94.71730755,78.49230123,9.8550324,251,1,Summer,fire2
95.03352143,83.06971787,8.82460764,219,1,Summer,fire2
94.02202088,86.80736863,13.15233,275,1,Summer,fire2
94.2721815,91.05033185,10.98264096,298,1,Summer,fire2
94.5344653,95.20032762,11.91339144,247,1,Summer,fire2
94.58531983,99.12194702,11.8073016,278,1,Summer,fire2
94.63619116,103.6347385,12.8320002,270,1,Summer,fire2
94.68707927,108.7858375,11.630358,217,1,Summer,fire2
94.58168209,113.7998926,11.3384124,272,1,Summer,fire2
94.03878572,118.1546842,16.02041976,293,2,Summer,fire2
94.9834617,123.6744813,10.73840976,293,1,Summer,fire2
95.6080336,129.1681914,10.18182852,335,2,Summer,fire2
90.69280137,131.0821553,23.51350944,75,2,Summer,fire2
90.78733686,134.490176,17.0648172,352,1,Summer,fire2
90.83695428,137.5156575,12.89656656,305,1,Summer,fire2
89.28445712,139.2958532,18.06975648,338,1,Summer,fire2
88.72956096,140.966453,21.1754574,347,1,Summer,fire2
90.77993712,144.7898427,18.9273492,319,1,Summer,fire2
94.01833563,150.3755904,8.12071872,336,1,Summer,fire2
93.54815742,154.7775495,15.33849336,80,2,Summer,fire2
93.61480498,159.7319073,10.46707128,133,1,Summer,fire2
94.56577219,165.0586475,10.35049428,272,1,Summer,fire2
96.10754879,171.5083056,7.96223664,281,2,Summer,fire2
94.44832186,175.8766086,11.99765664,296,2,Summer,fire2
91.34296274,98.31704116,12.59526132,256,1,Summer,fire2
94.79531559,104.3457409,11.19474468,251,1,Summer,fire2
96.80074496,110.8426833,12.76140024,269,3,Summer,fire2
96.8523477,117.2347307,12.00978432,115,3,Summer,fire2
96.18717143,122.7005634,11.53354248,121,2,Summer,fire2
96.2385716,128.451818,10.75737132,249,2,Summer,fire2
96.76792387,134.4231936,10.53836064,280,3,Summer,fire2
96.81951578,140.3445311,10.2513978,344,3,Summer,fire2
96.87112472,146.064865,11.8101096,55,4,Summer,fire2
96.9227507,152.0880007,10.3574448,85,4,Summer,fire2
95.26496216,124.739879,10.70685144,40,1,Summer,fire2
96.18386085,131.1401727,9.976221,83,2,Summer,fire2
96.70127694,137.3634105,9.66538944,95,2,Summer,fire2
96.75284684,143.681298,5.32129716,317,1,Summer,fire2
97.64278027,150.5591216,11.24522964,200,5,Summer,fire2
96.82336044,156.2608778,16.59961908,12,5,Summer,fire2
96.01325982,161.6122691,13.56411816,311,4,Summer,fire2
96.06460258,167.4332394,8.6545908,299,2,Summer,fire2
96.12539401,173.137177,14.02735248,304,5,Summer,fire2
96.17677379,178.5391773,16.41989664,226,5,Summer,fire2
95.52043673,183.401718,16.512246,27,5,Summer,fire2
95.57161678,188.6657034,10.0379376,68,2,Summer,fire2
94.67472234,192.9058842,12.22164,74,2,Summer,fire2
94.37491741,163.4343341,13.36761576,303,2,Summer,fire2
93.19031121,167.5181768,13.05525024,310,1,Summer,fire2
92.87256161,171.2443141,16.80559056,305,2,Summer,fire2
94.04037837,176.2356567,7.58632464,300,1,Summer,fire2
96.53454691,182.3533972,8.09788248,319,2,Summer,fire2
97.4211825,188.9421543,10.79577468,311,5,Summer,fire2
97.47299008,195.3539436,9.39309948,45,5,Summer,fire2
97.49719709,201.2586565,11.40260364,202,5,Summer,fire2
97.54902977,207.112895,9.55589868,305,5,Summer,fire2
97.25517514,122.3501084,11.9058516,317,4,Summer,fire2
96.2761513,128.3352153,9.0549936,308,2,Summer,fire2
96.32758085,134.5852774,13.24389312,333,4,Summer,fire2
96.37902738,140.8931749,10.6871256,69,2,Summer,fire2
96.34291246,146.7074221,6.8372496,113,2,Summer,fire2
96.10917891,152.2527943,13.37837616,292,4,Summer,fire2
96.16055333,157.8311609,16.4787588,301,5,Summer,fire2
96.21194472,163.3504033,11.8490364,249,4,Summer,fire2
96.26335307,168.5086141,12.77087184,297,4,Summer,fire2
96.3147784,174.0017322,7.97182812,243,2,Summer,fire2
96.3662207,179.8857588,12.00649896,219,4,Summer,fire2
96.48849189,185.8391203,8.60122296,68,3,Summer,fire2
93.47598818,115.813989,10.1728188,211,1,Summer,fire2
93.52649326,98.54062778,9.43581312,286,1,Summer,fire2
93.50744896,103.0998241,9.57823704,269,1,Summer,fire2
94.1069731,109.3767044,8.65551096,251,1,Summer,fire2
94.72885032,115.9909937,13.81524084,287,2,Summer,fire2
94.77976903,121.7965748,13.72785228,34,2,Summer,fire2
92.90507128,126.0733666,13.46735952,237,1,Summer,fire2
93.00869857,131.0556862,11.682324,293,1,Summer,fire2
93.05904937,135.2136593,14.27809392,316,1,Summer,fire2
93.05573795,139.2117195,14.14995192,333,1,Summer,fire2
93.10610428,143.5231396,7.48971468,275,1,Summer,fire2
93.15648724,147.83941,12.27787416,240,1,Summer,fire2
93.66478079,152.9695465,7.7488416,222,1,Summer,fire2
95.40533753,159.1487709,5.9571756,279,1,Summer,fire2
95.45647958,164.8049259,12.18613032,271,3,Summer,fire2
95.50763852,170.2165083,10.135584,269,2,Summer,fire2
92.46778445,173.5130891,14.36026968,285,1,Summer,fire2
91.23714549,176.4926227,10.86213024,271,1,Summer,fire2
91.77466547,179.8806308,9.19032264,299,1,Summer,fire2
94.83773623,184.4201804,9.07167708,205,2,Summer,fire2
92.69349373,187.0392834,17.70308424,64,2,Summer,fire2
93.32724757,190.4641959,10.99349424,212,1,Summer,fire2
95.00286015,194.5644428,12.6434304,190,3,Summer,fire2
97.18900582,199.5135384,11.389734,103,5,Summer,fire2
98.01623612,204.5908177,9.85000464,295,5,Summer,fire2
98.04825078,209.2207438,10.5714324,321,5,Summer,fire2
95.06482239,212.2318998,17.31891816,88,5,Summer,fire2
94.11407999,215.3275971,13.43219976,252,2,Summer,fire2
94.16479573,218.3224489,13.78565064,289,2,Summer,fire2
96.48239458,222.3782809,16.7101056,30,5,Summer,fire2
96.71589812,226.8244881,7.5548916,111,3,Summer,fire2
96.92506474,231.3334298,7.61430816,254,3,Summer,fire2
